ID,Rank,Name,GENDER,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak foot,Skill moves,Preferred foot,Height,Weight,Alternative positions,Age,Nation,League,Team,play style,url,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,card
76663,12971,Robin Wallinder,M,63,62,60,61,63,27,62,33,19,8,5,46,7,8,19,11,32,13,20,25,12,11,25,38,61,12,27,15,12,9,11,14,57,22,65,22,GK,3,1,Right,"189cm / 6'2""",82kg / 181lb,,26,Sweden,Allsvenskan,Östers IF,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/robin-wallinder/76663,62.0,60.0,61.0,62.0,63.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/76663_en.webp
235274,12973,Miłosz Mleczko,M,63,63,63,59,62,26,62,34,15,8,7,44,11,12,21,13,46,15,35,28,21,12,31,29,57,16,33,12,12,15,12,10,56,31,61,31,GK,3,1,Right,"191cm / 6'3""",84kg / 185lb,,26,Poland,PKO BP Ekstraklasa,Bruk-Bet,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mi-osz-mleczko/235274,63.0,63.0,59.0,62.0,62.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/235274_en.webp
248216,12974,Thomas Hasal,M,63,63,60,58,66,27,61,27,26,6,7,44,7,6,13,14,30,11,21,17,11,8,23,35,63,12,23,13,14,8,11,13,55,23,63,18,GK,1,1,Right,"191cm / 6'3""",77kg / 170lb,,26,Canada,MLS,LAFC,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/thomas-hasal/248216,63.0,60.0,58.0,61.0,66.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/248216_en.webp
70137,12978,Julián Kadijevic,M,63,62,59,60,64,25,64,20,32,7,9,45,6,7,11,12,28,12,17,28,10,12,24,34,58,20,35,9,11,9,10,14,53,25,65,29,GK,2,1,Right,"186cm / 6'1""",78kg / 172lb,,21,Argentina,LPF,Gimnasia,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/julian-kadijevic/70137,62.0,59.0,60.0,64.0,64.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/70137_en.webp
250950,12986,Luka Kukić,M,63,64,62,58,62,24,64,26,20,6,9,44,8,8,14,10,46,12,27,22,10,13,31,33,60,14,34,13,10,14,13,13,53,23,60,17,GK,2,1,Right,"190cm / 6'3""",88kg / 194lb,,29,Bosnia and Herzegovina,SUPERLIGA,FC Botoșani,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/luka-kukic/250950,64.0,62.0,58.0,64.0,62.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/250950_en.webp
256529,12989,Vicente Bernedo,M,63,62,61,60,65,27,59,31,22,5,7,45,5,5,10,11,38,13,22,29,13,6,24,58,63,15,22,10,13,8,11,13,50,17,52,17,GK,1,1,Right,"187cm / 6'2""",80kg / 176lb,,24,Chile,Liga Chile,Uni. Católica,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/vicente-bernedo/256529,62.0,61.0,60.0,59.0,65.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/256529_en.webp
259915,12990,Jeff Gal,M,63,63,59,65,64,18,65,16,20,8,5,49,8,7,15,12,26,14,24,26,14,12,37,36,52,18,28,11,10,6,14,14,52,26,67,25,GK,3,1,Right,"187cm / 6'2""",80kg / 176lb,,32,United States,MLS,Chicago Fire FC,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jeff-gal/259915,63.0,59.0,65.0,65.0,64.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/259915_en.webp
275032,12995,Novak Mićović,M,63,63,63,61,62,25,60,28,20,4,7,46,7,6,13,12,34,12,28,27,13,11,27,24,59,17,31,6,13,8,11,14,52,20,57,18,GK,2,1,Right,"190cm / 6'3""",77kg / 170lb,,24,Serbia,MLS,LA Galaxy,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/novak-micovic/275032,63.0,63.0,61.0,60.0,62.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/275032_en.webp
201903,13001,Øystein Øvretveit,M,63,63,61,60,62,24,63,24,23,15,13,45,15,8,23,12,46,10,17,39,12,12,21,49,59,23,48,25,13,6,15,11,54,26,62,40,GK,2,1,Right,"193cm / 6'4""",85kg / 187lb,,31,Norway,Eliteserien,Fredrikstad FK,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ystein-vretveit/201903,63.0,61.0,60.0,63.0,62.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/201903_en.webp
255952,13005,Aldo Pérez,M,63,59,64,58,64,26,62,26,27,6,8,44,10,8,15,15,40,12,16,21,11,9,23,22,62,13,33,12,15,8,15,15,53,26,59,29,GK,2,1,Right,"191cm / 6'3""",85kg / 187lb,,25,Paraguay,Sudamericana,Guaraní,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/aldo-perez/255952,59.0,64.0,58.0,62.0,64.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/255952_en.webp
260156,13006,Nicholas Bilokapić,M,63,66,60,57,62,23,65,25,21,5,9,43,7,7,16,10,44,14,23,29,12,8,26,25,59,12,41,14,13,9,14,13,52,25,59,16,GK,3,1,Right,"196cm / 6'5""",80kg / 176lb,,23,Australia,EFL League One,Peterborough,['Footwork'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nicholas-bilokapic/260156,66.0,60.0,57.0,65.0,62.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/260156_en.webp
73213,13025,Miguel Narváez,M,63,64,65,56,62,25,59,22,30,7,8,42,8,7,11,14,36,12,26,25,11,8,55,45,60,18,37,11,11,8,11,13,55,31,69,22,GK,3,1,Right,"188cm / 6'2""",79kg / 174lb,,23,Spain,LALIGA EA SPORTS,R. Oviedo,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/miguel-narvaez/73213,64.0,65.0,56.0,59.0,62.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/73213_en.webp
202079,13026,Davor Blažević,M,63,64,58,56,66,26,61,24,29,13,14,42,13,19,16,13,15,20,16,20,13,12,51,59,60,30,41,12,13,10,11,11,55,42,67,20,GK,2,1,Right,"190cm / 6'3""",88kg / 194lb,,32,Sweden,Allsvenskan,Brommapojkarna,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/davor-blazevic/202079,64.0,58.0,56.0,61.0,66.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/202079_en.webp
248735,13029,Bao Yaxiong,M,63,62,63,60,62,22,62,20,25,7,7,45,11,9,15,11,43,8,22,23,8,9,51,29,62,11,38,10,8,18,11,14,48,25,57,21,GK,3,1,Right,"192cm / 6'4""",81kg / 179lb,,28,China PR,CSL,Shanghai Shenhua,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/bao-yaxiong/248735,62.0,63.0,60.0,62.0,62.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/248735_en.webp
251910,13030,Romain Matthys,M,63,65,59,54,65,22,66,18,27,4,6,41,7,5,15,10,53,14,19,21,13,6,34,43,56,14,33,14,10,7,13,11,41,16,47,27,GK,3,1,Right,"183cm / 6'0""",80kg / 176lb,,27,Belgium,LALIGA HYPERMOTION,CD Castellón,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/romain-matthys/251910,65.0,59.0,54.0,66.0,65.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/251910_en.webp
268583,13035,Filip Marschall,M,63,63,62,63,62,20,61,17,24,4,6,47,9,9,18,10,42,11,26,29,12,8,25,21,60,18,38,12,14,10,11,13,50,17,59,22,GK,2,1,Right,"195cm / 6'5""",87kg / 192lb,,22,England,EFL League One,Stevenage,['Footwork'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/filip-marschall/268583,63.0,62.0,63.0,61.0,62.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/268583_en.webp
271920,13037,Arana,M,63,62,64,59,63,20,63,22,18,6,9,44,7,5,13,11,39,14,24,17,10,7,38,22,57,18,53,12,13,11,13,10,54,17,64,28,GK,3,1,Right,"197cm / 6'6""",80kg / 176lb,,23,Spain,LALIGA HYPERMOTION,Real Sociedad B,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/arana/271920,62.0,64.0,59.0,63.0,63.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/271920_en.webp
243711,13042,Thomas Callens,M,63,67,64,58,63,17,61,15,19,8,9,44,11,8,16,10,36,13,15,28,12,8,35,49,51,18,39,13,11,16,11,10,51,18,65,26,GK,3,1,Left,"182cm / 6'0""",81kg / 179lb,,27,France,Ligue 2 BKT,FC Annecy,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/thomas-callens/243711,67.0,64.0,58.0,61.0,63.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/243711_en.webp
272769,13047,Niek Schiks,M,63,63,62,63,60,18,64,16,22,6,8,47,6,8,12,14,24,12,29,24,13,14,29,39,58,10,37,11,13,8,10,10,45,25,51,18,GK,2,1,Left,"188cm / 6'2""",73kg / 161lb,,21,Holland,Eredivisie,PSV,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/niek-schiks/272769,63.0,62.0,63.0,64.0,60.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/272769_en.webp
261305,13086,Brian Schwake,M,63,66,60,58,63,20,60,15,28,8,9,44,7,6,18,12,35,14,21,15,11,5,32,49,63,13,38,13,10,6,10,12,55,25,71,24,GK,2,1,Right,"188cm / 6'2""",79kg / 174lb,,24,United States,MLS,Nashville SC,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/brian-schwake/261305,66.0,60.0,58.0,60.0,63.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/261305_en.webp
278394,13090,Fran González,M,63,62,61,60,64,17,63,16,19,8,9,45,8,8,14,11,33,12,19,19,12,6,33,56,60,15,36,11,13,8,14,10,53,25,66,20,GK,3,1,Right,"199cm / 6'6""",72kg / 159lb,,20,Spain,LALIGA EA SPORTS,Real Madrid,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/fran-gonzalez/278394,62.0,61.0,60.0,63.0,64.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/278394_en.webp
279897,13099,Eric Puerto,M,63,65,62,60,65,16,58,15,18,6,5,45,9,5,15,12,28,10,22,18,13,13,22,43,60,17,32,14,13,6,11,14,42,19,48,20,GK,3,1,Right,"185cm / 6'1""",80kg / 176lb,,23,Spain,LALIGA HYPERMOTION,RC Deportivo,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/eric-puerto/279897,65.0,62.0,60.0,58.0,65.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/279897_en.webp
77692,13107,Diogo Fernandes,M,63,65,62,55,64,20,58,19,21,4,6,41,7,6,18,12,21,14,27,28,12,11,22,49,62,13,33,8,12,9,14,13,46,16,54,17,GK,2,1,Right,"185cm / 6'1""",78kg / 172lb,,20,Portugal,Liga Portugal,FC Porto,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/diogo-fernandes/77692,65.0,62.0,55.0,58.0,64.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/77692_en.webp
259153,13319,Doğukan Özkan,M,62,62,64,62,60,55,62,56,54,7,9,47,5,5,11,12,22,12,16,17,12,12,45,45,54,11,27,9,11,9,14,11,58,19,53,23,GK,3,1,Right,"185cm / 6'1""",75kg / 165lb,,25,Turkey,Trendyol Süper Lig,Antalyaspor,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/dogukan-ozkan/259153,62.0,64.0,62.0,62.0,60.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/259153_en.webp
224068,13338,Hillel Konaté,M,62,63,60,62,66,53,58,54,52,10,15,47,18,13,26,16,38,18,33,18,16,13,55,61,59,29,49,11,16,11,18,15,61,22,57,20,GK,2,1,Right,"182cm / 6'0""",77kg / 170lb,,30,Burkina Faso,Ligue 2 BKT,ESTAC Troyes,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/hillel-konate/224068,63.0,60.0,62.0,58.0,66.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/224068_en.webp
182206,13358,Richard O'Donnell,M,62,62,62,60,62,52,62,54,50,12,19,45,11,12,14,23,45,11,34,40,11,14,56,51,55,33,47,16,11,10,19,19,68,32,73,29,GK,3,1,Left,"188cm / 6'2""",85kg / 187lb,,37,England,EFL Championship,Derby County,['Far Throw'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/richard-o-donnell/182206,62.0,62.0,60.0,62.0,62.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/182206_en.webp
223727,13360,Craig MacGillivray,M,62,62,61,62,63,51,61,51,50,15,13,47,16,17,30,14,51,12,41,50,15,19,47,42,56,38,44,23,20,15,12,20,70,29,75,19,GK,3,1,Right,"188cm / 6'2""",78kg / 172lb,,32,Scotland,EFL League Two,MK Dons,['Footwork'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/craig-mac-gillivray/223727,62.0,61.0,62.0,61.0,63.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/223727_en.webp
173531,13375,Ben Amos,M,62,60,65,67,60,46,61,47,45,14,13,50,15,13,11,14,58,11,40,45,13,14,49,50,54,23,55,23,15,17,11,12,61,28,62,28,GK,3,1,Right,"193cm / 6'4""",70kg / 154lb,,35,England,EFL League One,Port Vale,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ben-amos/173531,60.0,65.0,67.0,61.0,60.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/173531_en.webp
210368,13395,Jack Duncan,M,62,64,63,59,61,51,59,52,49,15,12,44,15,20,15,13,39,10,36,32,13,16,44,39,57,14,56,16,13,12,19,16,68,37,72,33,GK,3,1,Right,"189cm / 6'2""",85kg / 187lb,,32,Australia,A-League,Melb. Victory,['Cross Claimer'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jack-duncan/210368,64.0,63.0,59.0,59.0,61.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/210368_en.webp
242229,13398,Brian Maher,M,62,62,59,60,63,49,64,50,47,10,10,45,12,12,16,13,62,11,40,36,14,24,51,52,58,26,36,15,7,20,17,15,45,37,40,31,GK,3,1,Right,"185cm / 6'1""",78kg / 172lb,,25,Republic of Ireland,SSE Airtricity PD,Derry City,"['Footwork', 'Long Ball Pass']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/brian-maher/242229,62.0,59.0,60.0,64.0,63.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/242229_en.webp
72390,13416,Wyll Stanway,M,62,63,58,61,63,48,62,48,47,7,8,46,7,6,15,12,52,13,35,40,14,12,34,22,57,25,27,14,10,7,14,14,60,19,63,28,GK,2,1,Right,"193cm / 6'4""",82kg / 181lb,,24,England,EFL League Two,Barrow,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/wyll-stanway/72390,63.0,58.0,61.0,62.0,63.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/72390_en.webp
262516,13422,Jonas Krumrey,M,62,65,61,58,60,52,59,53,51,5,6,44,8,9,15,10,35,13,29,23,11,7,37,57,58,10,29,9,13,8,11,12,68,33,73,17,GK,2,1,Right,"193cm / 6'4""",85kg / 187lb,,21,Germany,Bundesliga 2,Holstein Kiel,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jonas-krumrey/262516,65.0,61.0,58.0,59.0,60.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/262516_en.webp
214440,13430,Darío Melo,M,62,62,63,58,62,49,60,49,48,7,12,44,19,20,19,21,56,17,46,34,16,20,40,32,59,25,58,24,7,16,24,7,50,27,49,36,GK,1,1,Right,"179cm / 5'10""",76kg / 168lb,,31,Chile,Liga Chile,Uni. Católica,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/dario-melo/214440,62.0,63.0,58.0,60.0,62.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/214440_en.webp
225511,13431,Connal Trueman,M,62,62,62,60,63,46,61,47,44,12,15,45,17,12,26,18,37,20,41,46,16,21,39,65,56,29,33,23,23,29,22,24,49,35,40,29,GK,3,1,Right,"186cm / 6'1""",74kg / 163lb,,29,England,EFL League Two,MK Dons,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/connal-trueman/225511,62.0,62.0,60.0,61.0,63.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/225511_en.webp
227653,13432,Earl Edwards Jr.,M,62,63,62,63,61,42,63,40,44,13,15,47,18,19,25,16,18,14,30,23,19,16,35,39,51,18,30,19,19,6,12,13,71,45,83,18,GK,2,1,Right,"191cm / 6'3""",93kg / 205lb,,33,United States,MLS,SJ Earthquakes,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/earl-edwards-jr/227653,63.0,62.0,63.0,63.0,61.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/227653_en.webp
76901,13443,Bartosz Żelazowski,M,62,63,60,62,60,47,61,48,46,6,6,47,6,9,12,12,38,13,21,20,16,12,50,59,57,16,30,8,12,9,11,14,62,33,66,28,GK,2,1,Right,"193cm / 6'4""",73kg / 161lb,,20,Poland,Ligue 1 McDonald's,OGC Nice,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/bartosz-zelazowski/76901,63.0,60.0,62.0,61.0,60.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/76901_en.webp
229402,13446,Daniel Castillo,M,62,62,59,58,65,47,62,45,51,15,20,44,20,17,21,25,38,18,45,38,16,22,38,66,52,15,41,29,17,14,18,17,62,44,63,34,GK,2,1,Right,"184cm / 6'0""",91kg / 201lb,,35,Chile,Sudamericana,Deportes Iquique,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/daniel-castillo/229402,62.0,59.0,58.0,62.0,65.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/229402_en.webp
227616,13458,Amund Wichne,M,62,61,59,62,63,45,62,46,44,10,14,47,15,15,20,22,42,15,35,34,17,15,42,50,55,19,38,17,14,17,18,18,58,28,56,24,GK,3,1,Right,"182cm / 6'0""",79kg / 174lb,,28,Norway,Eliteserien,FK Haugesund,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/amund-wichne/227616,61.0,59.0,62.0,62.0,63.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/227616_en.webp
79262,13470,Angelos Angelopoulos,M,62,60,60,64,65,39,63,38,40,7,7,48,6,8,15,10,35,10,25,30,12,7,35,40,50,17,22,10,11,7,13,13,42,25,40,27,GK,2,1,Right,"188cm / 6'2""",75kg / 165lb,,22,Greece,Hellas Liga,AEK Athens,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/angelos-angelopoulos/79262,60.0,60.0,64.0,63.0,65.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/79262_en.webp
208987,13471,Ibrahim Zaid,M,62,63,57,62,64,44,61,42,48,17,16,47,17,18,20,14,52,18,23,28,19,12,35,33,63,19,52,19,19,12,19,12,69,35,79,23,GK,3,1,Right,"190cm / 6'3""",87kg / 192lb,,35,Saudi Arabia,ROSHN Saudi League,Al Hazem,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ibrahim-zaid/208987,63.0,57.0,62.0,61.0,64.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/208987_en.webp
211358,13472,Julien Fabri,M,62,60,61,58,60,51,61,49,54,17,17,44,14,13,20,14,20,17,26,27,17,18,34,60,63,22,58,23,18,11,14,20,62,20,60,26,GK,3,1,Right,"183cm / 6'0""",72kg / 159lb,,31,France,Ligue 2 BKT,SC Bastia,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/julien-fabri/211358,60.0,61.0,58.0,61.0,60.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/211358_en.webp
222484,13474,Daniel Mesenhöler,M,62,62,64,56,61,49,59,50,48,17,15,42,18,17,23,18,15,15,32,25,18,12,34,51,63,21,28,21,14,12,20,12,63,33,63,21,GK,3,1,Right,"188cm / 6'2""",83kg / 183lb,,30,Germany,Bundesliga 2,Dynamo Dresden,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/daniel-mesenholer/222484,62.0,64.0,56.0,59.0,61.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/222484_en.webp
225432,13475,Daniele Sommariva,M,62,64,56,62,68,42,59,40,44,15,18,47,17,18,21,15,30,20,31,23,20,13,37,58,58,18,28,19,19,20,17,19,57,31,57,27,GK,2,1,Right,"185cm / 6'1""",76kg / 168lb,,28,Italy,Serie A Enilive,Genoa,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/daniele-sommariva/225432,64.0,56.0,62.0,59.0,68.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/225432_en.webp
70681,13489,Gonzalo Siri,M,62,63,59,62,62,44,60,44,43,11,14,47,18,13,38,15,44,18,36,33,22,20,47,49,60,25,44,18,14,16,16,13,61,30,67,28,GK,3,1,Right,"183cm / 6'0""",70kg / 154lb,,22,Argentina,LPF,Argentinos Jrs.,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gonzalo-siri/70681,63.0,59.0,62.0,60.0,62.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/70681_en.webp
252783,13497,Krzysztof Bąkowski,M,62,65,59,60,65,38,63,38,38,11,7,45,6,6,18,8,45,11,31,32,12,15,36,31,45,14,21,12,12,5,10,13,44,29,44,24,GK,2,1,Right,"190cm / 6'3""",75kg / 165lb,,22,Poland,PKO BP Ekstraklasa,Lech Poznań,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/krzysztof-bakowski/252783,65.0,59.0,60.0,63.0,65.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/252783_en.webp
222095,13505,Callum Burton,M,62,63,61,60,63,43,59,36,53,14,19,45,13,16,22,12,37,16,21,25,11,13,40,65,58,25,27,24,17,13,12,13,49,36,49,19,GK,3,1,Right,"188cm / 6'2""",80kg / 176lb,,29,England,EFL Championship,Wrexham,['Cross Claimer'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/callum-burton/222095,63.0,61.0,60.0,59.0,63.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/222095_en.webp
223868,13515,Tobias Schützenauer,M,62,63,60,63,62,36,64,33,41,11,20,47,17,11,23,21,33,10,25,24,20,11,32,41,55,23,34,16,22,14,22,18,45,24,44,19,GK,4,1,Right,"182cm / 6'0""",79kg / 174lb,,28,Austria,Ö. Bundesliga,LASK,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tobias-schutzenauer/223868,63.0,60.0,63.0,64.0,62.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/223868_en.webp
257126,13519,Teddy Sharman-Lowe,M,62,62,60,63,63,40,60,40,40,10,10,47,10,10,13,11,32,13,27,35,13,15,53,35,58,28,40,13,12,15,13,13,58,25,62,25,GK,3,1,Right,"193cm / 6'4""",87kg / 192lb,,22,England,EFL League One,Bolton,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/teddy-sharman-lowe/257126,62.0,60.0,63.0,60.0,63.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/257126_en.webp
211827,13529,Philipp Klewin,M,62,61,60,60,62,41,63,42,40,15,17,45,17,13,22,16,18,17,23,19,20,17,35,55,62,19,29,17,15,21,19,17,61,30,68,24,GK,2,1,Right,"192cm / 6'4""",86kg / 190lb,,32,Germany,3. Liga,FC Hansa Rostock,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/philipp-klewin/211827,61.0,60.0,60.0,63.0,62.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/211827_en.webp
229433,13531,Adrián Zendejas,M,62,66,61,59,64,37,60,35,39,15,17,44,13,12,24,11,56,16,29,22,13,14,37,37,52,22,41,15,17,13,16,19,55,24,57,18,GK,3,1,Right,"196cm / 6'5""",84kg / 185lb,,30,United States,MLS,Whitecaps FC,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/adrian-zendejas/229433,66.0,61.0,59.0,60.0,64.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/229433_en.webp
259987,13538,Melker Ellborg,M,62,61,62,58,62,41,63,39,44,6,5,44,6,5,18,12,33,11,22,19,11,14,43,32,58,15,39,8,10,9,12,11,44,25,44,27,GK,1,1,Right,"191cm / 6'3""",84kg / 185lb,,22,Sweden,Allsvenskan,Malmö FF,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/melker-ellborg/259987,61.0,62.0,58.0,63.0,62.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/259987_en.webp
264208,13557,Noah Kruth,M,62,65,64,64,63,27,63,25,30,4,8,48,8,5,12,13,35,12,25,29,12,8,21,32,40,10,36,13,13,6,13,11,40,26,43,21,GK,2,1,Right,"186cm / 6'1""",78kg / 172lb,,22,Germany,Bundesliga 2,1. FC Magdeburg,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/noah-kruth/264208,65.0,64.0,64.0,63.0,63.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/264208_en.webp
242391,13566,Maxime Pattier,M,62,63,61,63,64,32,62,34,28,9,9,47,6,8,11,14,47,11,33,28,13,11,36,54,49,23,46,14,11,7,11,10,46,24,48,23,GK,2,1,Right,"184cm / 6'0""",77kg / 170lb,,29,France,Ligue 2 BKT,Grenoble Foot 38,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/maxime-pattier/242391,63.0,61.0,63.0,62.0,64.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/242391_en.webp
252699,13568,Macklin Freke,M,62,62,61,60,62,40,60,39,42,5,5,45,8,9,13,10,36,10,22,20,11,11,27,25,61,19,32,14,13,5,10,12,58,19,63,27,GK,2,1,Right,"193cm / 6'4""",76kg / 168lb,,26,Australia,A-League,Brisbane Roar,['Footwork'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/macklin-freke/252699,62.0,61.0,60.0,60.0,62.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/252699_en.webp
278112,13576,Milosz Piekutowski,M,62,65,64,60,63,33,60,31,37,5,6,45,9,5,12,12,21,12,22,21,10,9,32,36,50,12,22,13,12,9,11,8,55,27,60,25,GK,4,1,Right,"189cm / 6'2""",81kg / 179lb,,19,Poland,PKO BP Ekstraklasa,Jagiellonia,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/milosz-piekutowski/278112,65.0,64.0,60.0,60.0,63.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/278112_en.webp
254194,13590,Gustavo Salvatierra,M,62,59,63,59,61,40,62,43,36,11,13,44,17,18,11,13,52,18,23,23,16,18,38,57,61,22,51,17,17,16,21,19,57,31,56,27,GK,2,1,Left,"188cm / 6'2""",85kg / 187lb,,33,Bolivia,Libertadores,San Antonio,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gustavo-salvatierra/254194,59.0,63.0,59.0,62.0,61.0,https://ratings-images-prod.pulse.ea.com/FC26/components/items/254194_en.webp
